Household,Timestamp,Power Usage (kW)
Household 3,2024-09-17 02:57:02.058512,273.87
Household 3,2024-09-17 03:57:02.058512,329.49
Household 3,2024-09-17 04:57:02.058512,269.49
Household 3,2024-09-17 05:57:02.058512,325.65
Household 3,2024-09-17 06:57:02.058512,322.13
Household 3,2024-09-17 07:57:02.058512,345.62
Household 3,2024-09-17 08:57:02.058512,348.61
Household 3,2024-09-17 09:57:02.058512,334.54
Household 3,2024-09-17 10:57:02.058512,338.68
Household 3,2024-09-17 11:57:02.058512,340.64
Household 3,2024-09-17 12:57:02.058512,296.79
Household 3,2024-09-17 13:57:02.058512,349.91
Household 3,2024-09-17 14:57:02.058512,339.56
Household 3,2024-09-17 15:57:02.058512,346.13
Household 3,2024-09-17 16:57:02.058512,315.78
Household 3,2024-09-17 17:57:02.058512,319.41
Household 3,2024-09-17 18:57:02.058512,279.15
Household 3,2024-09-17 19:57:02.058512,322.07
Household 3,2024-09-17 20:57:02.058512,318.85
Household 4,2024-09-16 21:57:02.058512,439.53
Household 4,2024-09-16 22:57:02.058512,351.08
Household 4,2024-09-16 23:57:02.058512,444.42
Household 4,2024-09-17 00:57:02.058512,435.31
Household 4,2024-09-17 01:57:02.058512,426.17
Household 4,2024-09-17 02:57:02.058512,398.68
Household 4,2024-09-17 03:57:02.058512,391.33
Household 4,2024-09-17 04:57:02.058512,410.31
Household 4,2024-09-17 05:57:02.058512,370.37
Household 4,2024-09-17 06:57:02.058512,374.97
Household 4,2024-09-17 07:57:02.058512,436.13
Household 4,2024-09-17 08:57:02.058512,423.33
Household 4,2024-09-17 09:57:02.058512,374.51
Household 4,2024-09-17 10:57:02.058512,396.52
Household 4,2024-09-17 11:57:02.058512,386.27
Household 4,2024-09-17 12:57:02.058512,362.44
Household 4,2024-09-17 13:57:02.058512,419.78
Household 4,2024-09-17 14:57:02.058512,370.88
Household 4,2024-09-17 15:57:02.058512,380.91
Household 4,2024-09-17 16:57:02.058512,411.89
Household 4,2024-09-17 17:57:02.058512,385.96
Household 4,2024-09-17 18:57:02.058512,364.77
Household 4,2024-09-17 19:57:02.058512,398.93
Household 4,2024-09-17 20:57:02.058512,424.93
Household 1,2024-09-17 21:57:02.058512,135.9
Household 1,2024-09-17 22:57:02.058512,86.48
Household 1,2024-09-17 23:57:02.058512,57.08
Household 1,2024-09-18 00:57:02.058512,65.04
Household 1,2024-09-18 01:57:02.058512,113.11
Household 1,2024-09-18 02:57:02.058512,77.4
Household 1,2024-09-18 03:57:02.058512,98.47
Household 1,2024-09-18 04:57:02.058512,81.94
Household 1,2024-09-18 05:57:02.058512,91.36
Household 1,2024-09-18 06:57:02.058512,51.25
Household 1,2024-09-18 07:57:02.058512,81.34
Household 1,2024-09-18 08:57:02.058512,135.31
Household 1,2024-09-18 09:57:02.058512,147.52
Household 1,2024-09-18 10:57:02.058512,143.96
Household 1,2024-09-18 11:57:02.058512,68.22
Household 1,2024-09-18 12:57:02.058512,139.63
Household 1,2024-09-18 13:57:02.058512,123.73
Household 1,2024-09-18 14:57:02.058512,149.82
Household 1,2024-09-18 15:57:02.058512,100.35
Household 1,2024-09-18 16:57:02.058512,61.26
Household 1,2024-09-18 17:57:02.058512,66.23
Household 1,2024-09-18 18:57:02.058512,130.5
Household 1,2024-09-18 19:57:02.058512,117.66
Household 1,2024-09-18 20:57:02.058512,79.19
Household 2,2024-09-17 21:57:02.058512,191.4
Household 2,2024-09-17 22:57:02.058512,230.92
Household 2,2024-09-17 23:57:02.058512,173.66
Household 2,2024-09-18 00:57:02.058512,229.84
Household 2,2024-09-18 01:57:02.058512,236.3
Household 2,2024-09-18 02:57:02.058512,244.46
Household 2,2024-09-18 03:57:02.058512,162.91
Household 2,2024-09-18 04:57:02.058512,191.98
Household 2,2024-09-18 05:57:02.058512,168.99
Household 2,2024-09-18 06:57:02.058512,154.27
Household 2,2024-09-18 07:57:02.058512,239.62
Household 2,2024-09-18 08:57:02.058512,241.19
Household 2,2024-09-18 09:57:02.058512,181.29
Household 2,2024-09-18 10:57:02.058512,161.35
Household 2,2024-09-18 11:57:02.058512,206.06
Household 2,2024-09-18 12:57:02.058512,233.26
Household 2,2024-09-18 13:57:02.058512,241.5
Household 2,2024-09-18 14:57:02.058512,241.68
Household 2,2024-09-18 15:57:02.058512,247.77
Household 2,2024-09-18 16:57:02.058512,236.06
Household 2,2024-09-18 17:57:02.058512,198.29
Household 2,2024-09-18 18:57:02.058512,173.31
Household 2,2024-09-18 19:57:02.058512,246.01
Household 2,2024-09-18 20:57:02.058512,220.58
Household 3,2024-09-17 21:57:02.058512,269.88
Household 3,2024-09-17 22:57:02.058512,284.11
Household 3,2024-09-17 23:57:02.058512,325.25
Household 3,2024-09-18 00:57:02.058512,250.79
Household 3,2024-09-18 01:57:02.058512,298.36
Household 3,2024-09-18 02:57:02.058512,317.4
Household 3,2024-09-18 03:57:02.058512,305.3
Household 3,2024-09-18 04:57:02.058512,273.25
Household 3,2024-09-18 05:57:02.058512,279.93
Household 3,2024-09-18 06:57:02.058512,269.46
Household 3,2024-09-18 07:57:02.058512,319.08
Household 3,2024-09-18 08:57:02.058512,269.53
Household 3,2024-09-18 09:57:02.058512,279.46
Household 3,2024-09-18 10:57:02.058512,291.99
Household 3,2024-09-18 11:57:02.058512,288.33
Household 3,2024-09-18 12:57:02.058512,250.83
Household 3,2024-09-18 13:57:02.058512,268.34
Household 3,2024-09-18 14:57:02.058512,254.08
Household 3,2024-09-18 15:57:02.058512,298.94
Household 3,2024-09-18 16:57:02.058512,336.55
Household 3,2024-09-18 17:57:02.058512,307.07
Household 3,2024-09-18 18:57:02.058512,283.87
Household 3,2024-09-18 19:57:02.058512,276.65
Household 3,2024-09-18 20:57:02.058512,313.54
Household 4,2024-09-17 21:57:02.058512,367.85
Household 4,2024-09-17 22:57:02.058512,399.36
Household 4,2024-09-17 23:57:02.058512,413.32
Household 4,2024-09-18 00:57:02.058512,387.26
Household 4,2024-09-18 01:57:02.058512,406.66
Household 4,2024-09-18 02:57:02.058512,355.49
Household 4,2024-09-18 03:57:02.058512,431.62
Household 4,2024-09-18 04:57:02.058512,365.0
Household 4,2024-09-18 05:57:02.058512,414.7
Household 4,2024-09-18 06:57:02.058512,398.79
Household 4,2024-09-18 07:57:02.058512,406.69
Household 4,2024-09-18 08:57:02.058512,427.94
Household 4,2024-09-18 09:57:02.058512,361.47
Household 4,2024-09-18 10:57:02.058512,422.56
Household 4,2024-09-18 11:57:02.058512,410.35
Household 4,2024-09-18 12:57:02.058512,389.89
Household 4,2024-09-18 13:57:02.058512,399.32
Household 4,2024-09-18 14:57:02.058512,403.37
Household 4,2024-09-18 15:57:02.058512,405.84
Household 4,2024-09-18 16:57:02.058512,401.91
Household 4,2024-09-18 17:57:02.058512,410.71
Household 4,2024-09-18 18:57:02.058512,361.54
Household 4,2024-09-18 19:57:02.058512,353.64
Household 4,2024-09-18 20:57:02.058512,386.99
Household 1,2024-09-18 21:57:02.058512,64.41
Household 1,2024-09-18 22:57:02.058512,103.13
Household 1,2024-09-18 23:57:02.058512,99.07
Household 1,2024-09-19 00:57:02.058512,128.89
Household 1,2024-09-19 01:57:02.058512,66.78
Household 1,2024-09-19 02:57:02.058512,107.32
Household 1,2024-09-19 03:57:02.058512,53.54
Household 1,2024-09-19 04:57:02.058512,95.02
Household 1,2024-09-19 05:57:02.058512,134.71
Household 1,2024-09-19 06:57:02.058512,121.77
Household 1,2024-09-19 07:57:02.058512,71.71
Household 1,2024-09-19 08:57:02.058512,78.41
Household 1,2024-09-19 09:57:02.058512,105.61
Household 1,2024-09-19 10:57:02.058512,147.4
Household 1,2024-09-19 11:57:02.058512,55.2
Household 1,2024-09-19 12:57:02.058512,96.84
Household 1,2024-09-19 13:57:02.058512,115.96
Household 1,2024-09-19 14:57:02.058512,97.4
Household 1,2024-09-19 15:57:02.058512,74.67
Household 1,2024-09-19 16:57:02.058512,86.09
Household 1,2024-09-19 17:57:02.058512,136.0
Household 1,2024-09-19 18:57:02.058512,111.35
Household 1,2024-09-19 19:57:02.058512,130.52
Household 1,2024-09-19 20:57:02.058512,140.19
Household 2,2024-09-18 21:57:02.058512,216.32
Household 2,2024-09-18 22:57:02.058512,198.51
Household 2,2024-09-18 23:57:02.058512,166.79
Household 2,2024-09-19 00:57:02.058512,234.73
Household 2,2024-09-19 01:57:02.058512,193.93
Household 2,2024-09-19 02:57:02.058512,179.84
Household 2,2024-09-19 03:57:02.058512,202.99
Household 2,2024-09-19 04:57:02.058512,181.62
Household 2,2024-09-19 05:57:02.058512,236.79
Household 2,2024-09-19 06:57:02.058512,168.0
Household 2,2024-09-19 07:57:02.058512,212.71
Household 2,2024-09-19 08:57:02.058512,204.58
Household 2,2024-09-19 09:57:02.058512,196.69
Household 2,2024-09-19 10:57:02.058512,210.97
Household 2,2024-09-19 11:57:02.058512,208.45
Household 2,2024-09-19 12:57:02.058512,188.51
Household 2,2024-09-19 13:57:02.058512,249.93
Household 2,2024-09-19 14:57:02.058512,192.13
Household 2,2024-09-19 15:57:02.058512,208.45
Household 2,2024-09-19 16:57:02.058512,165.73
Household 2,2024-09-19 17:57:02.058512,198.78
Household 2,2024-09-19 18:57:02.058512,162.02
Household 2,2024-09-19 19:57:02.058512,180.59
Household 2,2024-09-19 20:57:02.058512,187.98
Household 3,2024-09-18 21:57:02.058512,341.98
Household 3,2024-09-18 22:57:02.058512,327.55
Household 3,2024-09-18 23:57:02.058512,281.0
Household 3,2024-09-19 00:57:02.058512,284.02
Household 3,2024-09-19 01:57:02.058512,291.53
Household 3,2024-09-19 02:57:02.058512,266.74
Household 3,2024-09-19 03:57:02.058512,251.54
Household 3,2024-09-19 04:57:02.058512,279.29
Household 3,2024-09-19 05:57:02.058512,279.12
Household 3,2024-09-19 06:57:02.058512,317.52
Household 3,2024-09-19 07:57:02.058512,309.05
Household 3,2024-09-19 08:57:02.058512,277.87
Household 3,2024-09-19 09:57:02.058512,282.79
Household 3,2024-09-19 10:57:02.058512,309.62
Household 3,2024-09-19 11:57:02.058512,302.0
Household 3,2024-09-19 12:57:02.058512,266.34
Household 3,2024-09-19 13:57:02.058512,278.73
Household 3,2024-09-19 14:57:02.058512,274.71
Household 3,2024-09-19 15:57:02.058512,277.78
Household 3,2024-09-19 16:57:02.058512,330.0
Household 3,2024-09-19 17:57:02.058512,323.56
Household 3,2024-09-19 18:57:02.058512,290.67
Household 3,2024-09-19 19:57:02.058512,338.58
Household 3,2024-09-19 20:57:02.058512,346.77
Household 4,2024-09-18 21:57:02.058512,447.4
Household 4,2024-09-18 22:57:02.058512,421.02
Household 4,2024-09-18 23:57:02.058512,446.06
Household 4,2024-09-19 00:57:02.058512,380.05
Household 4,2024-09-19 01:57:02.058512,376.56
Household 4,2024-09-19 02:57:02.058512,431.64
Household 4,2024-09-19 03:57:02.058512,417.42
Household 4,2024-09-19 04:57:02.058512,433.22
Household 4,2024-09-19 05:57:02.058512,416.07
Household 4,2024-09-19 06:57:02.058512,448.27
Household 4,2024-09-19 07:57:02.058512,405.22
Household 4,2024-09-19 08:57:02.058512,428.57
Household 4,2024-09-19 09:57:02.058512,434.33
Household 4,2024-09-19 10:57:02.058512,437.75
Household 4,2024-09-19 11:57:02.058512,431.31
Household 4,2024-09-19 12:57:02.058512,387.73
Household 4,2024-09-19 13:57:02.058512,365.89
Household 4,2024-09-19 14:57:02.058512,416.71
Household 4,2024-09-19 15:57:02.058512,365.51
Household 4,2024-09-19 16:57:02.058512,405.17
Household 4,2024-09-19 17:57:02.058512,410.35
Household 4,2024-09-19 18:57:02.058512,394.23
Household 4,2024-09-19 19:57:02.058512,410.29
Household 4,2024-09-19 20:57:02.058512,398.6
Household 1,2024-09-19 21:57:02.058512,134.45
Household 1,2024-09-19 22:57:02.058512,137.54
Household 1,2024-09-19 23:57:02.058512,71.23
Household 1,2024-09-20 00:57:02.058512,147.88
Household 1,2024-09-20 01:57:02.058512,55.4
Household 1,2024-09-20 02:57:02.058512,50.17
Household 1,2024-09-20 03:57:02.058512,147.35
Household 1,2024-09-20 04:57:02.058512,94.64
Household 1,2024-09-20 05:57:02.058512,144.8
Household 1,2024-09-20 06:57:02.058512,97.68
Household 1,2024-09-20 07:57:02.058512,108.75
Household 1,2024-09-20 08:57:02.058512,72.42
Household 1,2024-09-20 09:57:02.058512,130.25
Household 1,2024-09-20 10:57:02.058512,85.41
Household 1,2024-09-20 11:57:02.058512,118.33
Household 1,2024-09-20 12:57:02.058512,97.65
Household 1,2024-09-20 13:57:02.058512,85.13
Household 1,2024-09-20 14:57:02.058512,85.57
Household 1,2024-09-20 15:57:02.058512,105.24
Household 1,2024-09-20 16:57:02.058512,137.62
Household 1,2024-09-20 17:57:02.058512,54.26
Household 1,2024-09-20 18:57:02.058512,84.41
Household 1,2024-09-20 19:57:02.058512,80.09
Household 1,2024-09-20 20:57:02.058512,126.64
Household 2,2024-09-19 21:57:02.058512,189.99
Household 2,2024-09-19 22:57:02.058512,176.86
Household 2,2024-09-19 23:57:02.058512,170.46
Household 2,2024-09-20 00:57:02.058512,217.35
Household 2,2024-09-20 01:57:02.058512,155.6
Household 2,2024-09-20 02:57:02.058512,176.16
Household 2,2024-09-20 03:57:02.058512,203.33
Household 2,2024-09-20 04:57:02.058512,208.46
Household 2,2024-09-20 05:57:02.058512,167.48
Household 2,2024-09-20 06:57:02.058512,188.48
Household 2,2024-09-20 07:57:02.058512,240.64
Household 2,2024-09-20 08:57:02.058512,224.56
Household 2,2024-09-20 09:57:02.058512,171.93
Household 2,2024-09-20 10:57:02.058512,237.06
Household 2,2024-09-20 11:57:02.058512,202.0
Household 2,2024-09-20 12:57:02.058512,165.75
Household 2,2024-09-20 13:57:02.058512,164.76
Household 2,2024-09-20 14:57:02.058512,158.4
Household 2,2024-09-20 15:57:02.058512,188.53
Household 2,2024-09-20 16:57:02.058512,243.87
Household 2,2024-09-20 17:57:02.058512,241.75
Household 2,2024-09-20 18:57:02.058512,214.57
Household 2,2024-09-20 19:57:02.058512,219.32
Household 2,2024-09-20 20:57:02.058512,166.26
Household 3,2024-09-19 21:57:02.058512,342.79
Household 3,2024-09-19 22:57:02.058512,318.13
Household 3,2024-09-19 23:57:02.058512,305.75
Household 3,2024-09-20 00:57:02.058512,334.52
Household 3,2024-09-20 01:57:02.058512,283.59
Household 3,2024-09-20 02:57:02.058512,295.15
Household 3,2024-09-20 03:57:02.058512,295.6
Household 3,2024-09-20 04:57:02.058512,270.32
Household 3,2024-09-20 05:57:02.058512,317.36
Household 3,2024-09-20 06:57:02.058512,316.07
Household 3,2024-09-20 07:57:02.058512,340.34
Household 3,2024-09-20 08:57:02.058512,259.78
Household 3,2024-09-20 09:57:02.058512,314.64
Household 3,2024-09-20 10:57:02.058512,252.3
Household 3,2024-09-20 11:57:02.058512,263.62
Household 3,2024-09-20 12:57:02.058512,290.77
Household 3,2024-09-20 13:57:02.058512,335.75
Household 3,2024-09-20 14:57:02.058512,330.44
Household 3,2024-09-20 15:57:02.058512,283.35
Household 3,2024-09-20 16:57:02.058512,320.88
Household 3,2024-09-20 17:57:02.058512,312.62
Household 3,2024-09-20 18:57:02.058512,294.02
Household 3,2024-09-20 19:57:02.058512,330.88
Household 3,2024-09-20 20:57:02.058512,306.07
Household 4,2024-09-19 21:57:02.058512,407.8
Household 4,2024-09-19 22:57:02.058512,364.02
Household 4,2024-09-19 23:57:02.058512,442.98
Household 4,2024-09-20 00:57:02.058512,395.56
Household 4,2024-09-20 01:57:02.058512,421.18
Household 4,2024-09-20 02:57:02.058512,376.35
Household 4,2024-09-20 03:57:02.058512,374.2
Household 4,2024-09-20 04:57:02.058512,419.35
Household 4,2024-09-20 05:57:02.058512,370.22
Household 4,2024-09-20 06:57:02.058512,412.49
Household 4,2024-09-20 07:57:02.058512,421.76
Household 4,2024-09-20 08:57:02.058512,356.6
Household 4,2024-09-20 09:57:02.058512,436.16
Household 4,2024-09-20 10:57:02.058512,445.22
Household 4,2024-09-20 11:57:02.058512,415.01
Household 4,2024-09-20 12:57:02.058512,440.88
Household 4,2024-09-20 13:57:02.058512,352.59
Household 4,2024-09-20 14:57:02.058512,365.4
Household 4,2024-09-20 15:57:02.058512,441.42
Household 4,2024-09-20 16:57:02.058512,406.27
Household 4,2024-09-20 17:57:02.058512,440.03
Household 4,2024-09-20 18:57:02.058512,427.49
Household 4,2024-09-20 19:57:02.058512,385.5
Household 4,2024-09-20 20:57:02.058512,366.14
Household 1,2024-09-20 21:57:02.058512,130.28
Household 1,2024-09-20 22:57:02.058512,76.05
Household 1,2024-09-20 23:57:02.058512,147.92
Household 1,2024-09-21 00:57:02.058512,147.18
Household 1,2024-09-21 01:57:02.058512,84.19
Household 1,2024-09-21 02:57:02.058512,69.2
Household 1,2024-09-21 03:57:02.058512,86.49
Household 1,2024-09-21 04:57:02.058512,85.62
Household 1,2024-09-21 05:57:02.058512,125.11
Household 1,2024-09-21 06:57:02.058512,142.95
Household 1,2024-09-21 07:57:02.058512,95.88
Household 1,2024-09-21 08:57:02.058512,142.9
Household 1,2024-09-21 09:57:02.058512,111.08
Household 1,2024-09-21 10:57:02.058512,70.62
Household 1,2024-09-21 11:57:02.058512,78.35
Household 1,2024-09-21 12:57:02.058512,147.98
Household 1,2024-09-21 13:57:02.058512,107.1
Household 1,2024-09-21 14:57:02.058512,126.24
Household 1,2024-09-21 15:57:02.058512,51.12
Household 1,2024-09-21 16:57:02.058512,87.52
Household 1,2024-09-21 17:57:02.058512,74.38
Household 1,2024-09-21 18:57:02.058512,59.69
Household 1,2024-09-21 19:57:02.058512,141.32
Household 1,2024-09-21 20:57:02.058512,69.09
Household 2,2024-09-20 21:57:02.058512,200.92
Household 2,2024-09-20 22:57:02.058512,198.51
Household 2,2024-09-20 23:57:02.058512,237.08
Household 2,2024-09-21 00:57:02.058512,208.27
Household 2,2024-09-21 01:57:02.058512,198.64
Household 2,2024-09-21 02:57:02.058512,169.27
Household 2,2024-09-21 03:57:02.058512,166.26
Household 2,2024-09-21 04:57:02.058512,151.69
Household 2,2024-09-21 05:57:02.058512,234.63
Household 2,2024-09-21 06:57:02.058512,176.85
Household 2,2024-09-21 07:57:02.058512,164.48
Household 2,2024-09-21 08:57:02.058512,227.45
Household 2,2024-09-21 09:57:02.058512,233.26
Household 2,2024-09-21 10:57:02.058512,153.95
Household 2,2024-09-21 11:57:02.058512,205.47
Household 2,2024-09-21 12:57:02.058512,164.81
Household 2,2024-09-21 13:57:02.058512,172.25
Household 2,2024-09-21 14:57:02.058512,177.01
Household 2,2024-09-21 15:57:02.058512,217.76
Household 2,2024-09-21 16:57:02.058512,152.07
Household 2,2024-09-21 17:57:02.058512,185.08
Household 2,2024-09-21 18:57:02.058512,219.3
Household 2,2024-09-21 19:57:02.058512,246.66
Household 2,2024-09-21 20:57:02.058512,236.16
Household 3,2024-09-20 21:57:02.058512,328.7
Household 3,2024-09-20 22:57:02.058512,338.57
Household 3,2024-09-20 23:57:02.058512,329.64
Household 3,2024-09-21 00:57:02.058512,321.87
Household 3,2024-09-21 01:57:02.058512,254.45
Household 3,2024-09-21 02:57:02.058512,322.44
Household 3,2024-09-21 03:57:02.058512,339.05
Household 3,2024-09-21 04:57:02.058512,301.08
Household 3,2024-09-21 05:57:02.058512,321.66
Household 3,2024-09-21 06:57:02.058512,276.76
Household 3,2024-09-21 07:57:02.058512,297.49
Household 3,2024-09-21 08:57:02.058512,320.38
Household 3,2024-09-21 09:57:02.058512,327.36
Household 3,2024-09-21 10:57:02.058512,334.64
Household 3,2024-09-21 11:57:02.058512,325.86
Household 3,2024-09-21 12:57:02.058512,284.94
Household 3,2024-09-21 13:57:02.058512,280.41
Household 3,2024-09-21 14:57:02.058512,346.34
Household 3,2024-09-21 15:57:02.058512,317.4
Household 3,2024-09-21 16:57:02.058512,287.56
Household 3,2024-09-21 17:57:02.058512,269.62
Household 3,2024-09-21 18:57:02.058512,251.44
Household 3,2024-09-21 19:57:02.058512,275.31
Household 3,2024-09-21 20:57:02.058512,316.41
Household 4,2024-09-20 21:57:02.058512,408.12
Household 4,2024-09-20 22:57:02.058512,449.59
Household 4,2024-09-20 23:57:02.058512,449.43
Household 4,2024-09-21 00:57:02.058512,355.09
Household 4,2024-09-21 01:57:02.058512,417.24
Household 4,2024-09-21 02:57:02.058512,425.26
Household 4,2024-09-21 03:57:02.058512,361.63
Household 4,2024-09-21 04:57:02.058512,435.31
Household 4,2024-09-21 05:57:02.058512,374.87
Household 4,2024-09-21 06:57:02.058512,408.84
Household 4,2024-09-21 07:57:02.058512,409.38
Household 4,2024-09-21 08:57:02.058512,414.01
Household 4,2024-09-21 09:57:02.058512,422.5
Household 4,2024-09-21 10:57:02.058512,422.32
Household 4,2024-09-21 11:57:02.058512,429.15
Household 4,2024-09-21 12:57:02.058512,351.35
Household 4,2024-09-21 13:57:02.058512,373.78
Household 4,2024-09-21 14:57:02.058512,377.34
Household 4,2024-09-21 15:57:02.058512,368.75
Household 4,2024-09-21 16:57:02.058512,365.44
Household 4,2024-09-21 17:57:02.058512,407.73
Household 4,2024-09-21 18:57:02.058512,417.21
Household 4,2024-09-21 19:57:02.058512,436.13
Household 4,2024-09-21 20:57:02.058512,355.47
Household 1,2024-09-21 21:57:02.058512,62.84
Household 1,2024-09-21 22:57:02.058512,138.92
Household 1,2024-09-21 23:57:02.058512,86.63
Household 1,2024-09-22 00:57:02.058512,136.87
Household 1,2024-09-22 01:57:02.058512,137.71
Household 1,2024-09-22 02:57:02.058512,121.52
Household 1,2024-09-22 03:57:02.058512,146.98
Household 1,2024-09-22 04:57:02.058512,66.07
Household 1,2024-09-22 05:57:02.058512,72.97
Household 1,2024-09-22 06:57:02.058512,92.52
Household 1,2024-09-22 07:57:02.058512,87.18
Household 1,2024-09-22 08:57:02.058512,123.94
Household 1,2024-09-22 09:57:02.058512,70.7
Household 1,2024-09-22 10:57:02.058512,71.28
Household 1,2024-09-22 11:57:02.058512,71.63
Household 1,2024-09-22 12:57:02.058512,114.19
Household 1,2024-09-22 13:57:02.058512,124.47
Household 1,2024-09-22 14:57:02.058512,131.01
Household 1,2024-09-22 15:57:02.058512,66.16
Household 1,2024-09-22 16:57:02.058512,136.87
Household 1,2024-09-22 17:57:02.058512,141.69
Household 1,2024-09-22 18:57:02.058512,71.83
Household 1,2024-09-22 19:57:02.058512,56.65
Household 1,2024-09-22 20:57:02.058512,83.62
Household 2,2024-09-21 21:57:02.058512,166.47
Household 2,2024-09-21 22:57:02.058512,242.51
Household 2,2024-09-21 23:57:02.058512,199.19
Household 2,2024-09-22 00:57:02.058512,189.65
Household 2,2024-09-22 01:57:02.058512,195.28
Household 2,2024-09-22 02:57:02.058512,156.11
Household 2,2024-09-22 03:57:02.058512,221.05
Household 2,2024-09-22 04:57:02.058512,170.54
Household 2,2024-09-22 05:57:02.058512,188.79
Household 2,2024-09-22 06:57:02.058512,203.7
Household 2,2024-09-22 07:57:02.058512,231.53
Household 2,2024-09-22 08:57:02.058512,189.18
Household 2,2024-09-22 09:57:02.058512,209.82
Household 2,2024-09-22 10:57:02.058512,227.49
Household 2,2024-09-22 11:57:02.058512,194.75
Household 2,2024-09-22 12:57:02.058512,238.84
Household 2,2024-09-22 13:57:02.058512,188.98
Household 2,2024-09-22 14:57:02.058512,179.18
Household 2,2024-09-22 15:57:02.058512,213.09
Household 2,2024-09-22 16:57:02.058512,185.37
Household 2,2024-09-22 17:57:02.058512,202.95
Household 2,2024-09-22 18:57:02.058512,196.08
Household 2,2024-09-22 19:57:02.058512,226.72
Household 2,2024-09-22 20:57:02.058512,243.07
Household 3,2024-09-21 21:57:02.058512,326.11
Household 3,2024-09-21 22:57:02.058512,340.67
Household 3,2024-09-21 23:57:02.058512,293.32
Household 3,2024-09-22 00:57:02.058512,329.18
Household 3,2024-09-22 01:57:02.058512,292.23
Household 3,2024-09-22 02:57:02.058512,251.9
Household 3,2024-09-22 03:57:02.058512,306.2
Household 3,2024-09-22 04:57:02.058512,297.25
Household 3,2024-09-22 05:57:02.058512,289.36
Household 3,2024-09-22 06:57:02.058512,280.25
Household 3,2024-09-22 07:57:02.058512,272.24
Household 3,2024-09-22 08:57:02.058512,330.53
Household 3,2024-09-22 09:57:02.058512,347.68
Household 3,2024-09-22 10:57:02.058512,251.87
Household 3,2024-09-22 11:57:02.058512,298.37
Household 3,2024-09-22 12:57:02.058512,339.0
Household 3,2024-09-22 13:57:02.058512,327.19
Household 3,2024-09-22 14:57:02.058512,298.17
Household 3,2024-09-22 15:57:02.058512,285.59
Household 3,2024-09-22 16:57:02.058512,288.18
Household 3,2024-09-22 17:57:02.058512,297.25
Household 3,2024-09-22 18:57:02.058512,264.09
Household 3,2024-09-22 19:57:02.058512,343.75
Household 3,2024-09-22 20:57:02.058512,346.26
Household 4,2024-09-21 21:57:02.058512,380.37
Household 4,2024-09-21 22:57:02.058512,430.83
Household 4,2024-09-21 23:57:02.058512,410.05
Household 4,2024-09-22 00:57:02.058512,447.23
Household 4,2024-09-22 01:57:02.058512,407.82
Household 4,2024-09-22 02:57:02.058512,412.47
Household 4,2024-09-22 03:57:02.058512,448.39
Household 4,2024-09-22 04:57:02.058512,353.41
Household 4,2024-09-22 05:57:02.058512,441.31
Household 4,2024-09-22 06:57:02.058512,366.55
Household 4,2024-09-22 07:57:02.058512,400.6
Household 4,2024-09-22 08:57:02.058512,427.5
Household 4,2024-09-22 09:57:02.058512,400.56
Household 4,2024-09-22 10:57:02.058512,395.06
Household 4,2024-09-22 11:57:02.058512,428.49
Household 4,2024-09-22 12:57:02.058512,380.85
Household 4,2024-09-22 13:57:02.058512,357.65
Household 4,2024-09-22 14:57:02.058512,386.28
Household 4,2024-09-22 15:57:02.058512,421.6
Household 4,2024-09-22 16:57:02.058512,397.29
Household 4,2024-09-22 17:57:02.058512,435.47
Household 4,2024-09-22 18:57:02.058512,408.05
Household 4,2024-09-22 19:57:02.058512,403.71
Household 4,2024-09-22 20:57:02.058512,404.02
Household 1,2024-09-22 21:57:02.058512,50.55
Household 1,2024-09-22 22:57:02.058512,100.49
Household 1,2024-09-22 23:57:02.058512,56.22
Household 1,2024-09-23 00:57:02.058512,83.95
Household 1,2024-09-23 01:57:02.058512,86.77
Household 1,2024-09-23 02:57:02.058512,142.3
Household 1,2024-09-23 03:57:02.058512,129.08
Household 1,2024-09-23 04:57:02.058512,74.68
Household 1,2024-09-23 05:57:02.058512,116.23
Household 1,2024-09-23 06:57:02.058512,54.89
Household 1,2024-09-23 07:57:02.058512,134.41
Household 1,2024-09-23 08:57:02.058512,67.89
Household 1,2024-09-23 09:57:02.058512,91.75
Household 1,2024-09-23 10:57:02.058512,137.82
Household 1,2024-09-23 11:57:02.058512,93.53
Household 1,2024-09-23 12:57:02.058512,134.5
Household 1,2024-09-23 13:57:02.058512,58.67
Household 1,2024-09-23 14:57:02.058512,102.28
Household 1,2024-09-23 15:57:02.058512,105.65
Household 1,2024-09-23 16:57:02.058512,142.06
Household 1,2024-09-23 17:57:02.058512,109.94
Household 1,2024-09-23 18:57:02.058512,108.64
Household 1,2024-09-23 19:57:02.058512,94.85
Household 1,2024-09-23 20:57:02.058512,79.77
Household 2,2024-09-22 21:57:02.058512,238.39
Household 2,2024-09-22 22:57:02.058512,173.23
Household 2,2024-09-22 23:57:02.058512,156.24
Household 2,2024-09-23 00:57:02.058512,178.28
Household 2,2024-09-23 01:57:02.058512,232.98
Household 2,2024-09-23 02:57:02.058512,244.17
Household 2,2024-09-23 03:57:02.058512,195.83
Household 2,2024-09-23 04:57:02.058512,206.99
Household 2,2024-09-23 05:57:02.058512,195.75
Household 2,2024-09-23 06:57:02.058512,181.43
Household 2,2024-09-23 07:57:02.058512,215.61
Household 2,2024-09-23 08:57:02.058512,221.27
